mesh_id,snomed_id,snomed_term,confidence,mapping_method,frequency,entity_classes,corpora,snomed_active
D012893,39898005,Sleep disorder,0.90,shared_cui,13,disease,"BC5CDR,BioRED",true
D013746,10629009,Tetany,0.90,shared_cui,13,disease,BC5CDR,true
D015662,398731002,Sulfamethoxazole- and trimethoprim-containing product,0.90,shared_cui,13,chemical,BC5CDR,true
D020244,195209007,Middle cerebral artery syndrome,0.90,shared_cui,13,disease,"BC5CDR,BioRED",true
C013592,105590001,Substance,0.40,sty_fallback:Organic Chemical,12,chemical,"BC5CDR,BioRED",true
C013934,703514002,Otilonium,0.90,shared_cui,12,chemical,BioRED,true
C026729,72520008,p-aminophenol,0.90,shared_cui,12,chemical,BC5CDR,true
C032151,719682001,Cibenzoline,0.90,shared_cui,12,chemical,BC5CDR,true
C042375,372679000,Muscarinic receptor antagonist,0.65,mrrel_rb,12,chemical,"BC5CDR,BioRED",true
C051883,259333003,Calcitriol,0.65,mrrel_rb,12,chemical,BC5CDR,true
D000547,372763006,Amantadine,0.90,shared_cui,12,chemical,BC5CDR,true
D000787,194828000,Angina pectoris,0.90,shared_cui,12,disease,BC5CDR,true
D001284,13331008,Atrophy,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D001745,42643001,Disorder of urinary bladder,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D002292,41607009,Renal cell carcinoma,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D002746,387258005,Chlorpromazine,0.90,shared_cui,12,chemical,"BC5CDR,BioRED",true
D003248,14760008,Constipation,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D004052,372669002,Alkylating agent,0.65,mrrel_rb,12,chemical,BC5CDR,true
D004113,109104002,Succimer,0.90,shared_cui,12,chemical,"BC5CDR,BioRED",true
D004121,115535002,Dimethyl sulfoxide,0.90,shared_cui,12,chemical,"BC5CDR,BioRED",true
D004833,193000002,Temporal lobe epilepsy,0.90,shared_cui,12,disease,BC5CDR,true
D004878,395975005,Ergotamine,0.90,shared_cui,12,chemical,BC5CDR,true
D005198,40488004,Fanconi syndrome,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D005317,22033007,Fetal growth restriction,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D005481,6261006,Flurothyl,0.90,shared_cui,12,chemical,BC5CDR,true
D005905,384978002,Glyburide,0.90,shared_cui,12,chemical,"BC5CDR,BioRED",true
D006258,126631009,Neoplasm of head,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D006319,85571008,Sensory hearing loss,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D006327,233916004,Heart block,0.90,shared_cui,12,disease,BC5CDR,true
D006949,55822004,Hyperlipidemia,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D007608,111103004,Nematocide,0.65,mrrel_rb,12,chemical,BC5CDR,true
D008668,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",12,chemical,"BC5CDR,BioRED",true
D009461,102957003,Neurological finding,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D009771,191736004,Obsessive-compulsive disorder,0.90,shared_cui,12,disease,BC5CDR,true
D010479,372498008,Pergolide,0.90,shared_cui,12,chemical,BC5CDR,true
D010695,105590001,Substance,0.40,sty_fallback:Organic Chemical,12,chemical,"BC5CDR,BioRED",true
D011239,116601002,Prednisolone,0.90,shared_cui,12,chemical,"BC5CDR,BioRED",true
D012174,28835009,Retinitis pigmentosa,0.90,shared_cui,12,disease,BioRED,true
D012175,19906005,Retinoblastoma,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D014605,128473001,Uveitis,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D015282,109053000,Octreotide,0.90,shared_cui,12,chemical,BC5CDR,true
D015746,73063007,Colicky pain,0.90,shared_cui,12,disease,BC5CDR,true
D017035,373566006,Pravastatin,0.90,shared_cui,12,chemical,"BC5CDR,BioRED",true
D017086,65959000,Beta thalassemia,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
D017291,387487009,Clarithromycin,0.90,shared_cui,12,chemical,BC5CDR,true
D018382,237559000,Resistance to thyroid hormone syndrome,0.90,shared_cui,12,disease,BioRED,true
D043183,10743008,Irritable bowel syndrome,0.90,shared_cui,12,disease,"BC5CDR,BioRED",true
C009166,421621000,Retinol acetate,0.90,shared_cui,11,chemical,BC5CDR,true
C016583,88376000,Carcinogen,0.65,mrrel_rb,11,chemical,BioRED,true
C048599,35431001,Adenosine,0.65,mrrel_rb,11,chemical,"BC5CDR,BioRED",true
C121249,428162000,Thiazole,0.65,mrrel_rb,11,chemical,BC5CDR,true
C417083,395823000,Peginterferon alfa-2b,0.90,shared_cui,11,chemical,"BC5CDR,BioRED",true
C538098,2089002,Osteitis deformans,0.65,mrrel_rb,11,disease,BioRED,true
C562938,205481009,Metachondromatosis,0.90,shared_cui,11,disease,BioRED,true
D000326,65389002,Adrenoleukodystrophy,0.90,shared_cui,11,disease,BioRED,true
D000493,387135004,Allopurinol,0.90,shared_cui,11,chemical,"BC5CDR,BioRED",true
D000596,52518006,Amino acid,0.90,shared_cui,11,chemical,BC5CDR,true
D000783,432119003,Aneurysm,0.90,shared_cui,11,disease,BC5CDR,true
D001002,2472002,Anuria,0.90,shared_cui,11,disease,BC5CDR,true
D001215,371014004,Asparaginase,0.90,shared_cui,11,chemical,BioRED,true
D001259,20262006,Ataxia,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D001778,64779008,Blood coagulation disorder,0.90,shared_cui,11,disease,BC5CDR,true
D001920,56448008,Kallidin I,0.90,shared_cui,11,chemical,BC5CDR,true
D002245,31811003,Carbon dioxide,0.90,shared_cui,11,chemical,BC5CDR,true
D002251,255644009,Carbon tetrachloride,0.90,shared_cui,11,chemical,BC5CDR,true
D002280,254701007,Basal cell carcinoma of skin,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D002545,287731003,Cerebral ischemia,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D002762,18414002,Cholecalciferol,0.90,shared_cui,11,chemical,BC5CDR,true
D002794,65123005,Choline,0.90,shared_cui,11,chemical,BC5CDR,true
D002805,239838005,Chondrocalcinosis,0.90,shared_cui,11,disease,BioRED,true
D002971,80281008,Cleft lip,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D002998,387383007,Clonazepam,0.90,shared_cui,11,chemical,BC5CDR,true
D003317,231931001,Stromal corneal dystrophy,0.90,shared_cui,11,disease,BioRED,true
D003424,34000006,Crohn's disease,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D003550,190905008,Cystic fibrosis,0.90,shared_cui,11,disease,BioRED,true
D003586,235749000,Cytomegaloviral colitis,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D003875,28926001,Eruption caused by drug,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D004314,737542000,Trisomy 21,0.90,shared_cui,11,disease,BioRED,true
D004642,116530002,Casanthranol,0.90,shared_cui,11,chemical,BioRED,true
D004999,386923005,Amifostine,0.90,shared_cui,11,chemical,BC5CDR,true
D006417,34436003,Blood in urine,0.90,shared_cui,11,disease,BC5CDR,true
D006556,231477003,Heroin dependence,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D006937,13644009,Hypercholesterolemia,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D006940,30098003,Hyperemia,0.90,shared_cui,11,disease,BC5CDR,true
D007612,387396008,Kanamycin,0.90,shared_cui,11,chemical,BC5CDR,true
D008054,89191001,"15-hydroperoxy-5,8,11,13-eicosatetraenoic acid",0.55,mrrel_rn,11,chemical,"BC5CDR,BioRED",true
D008228,188498009,Lymphosarcoma,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D010400,323389000,Penicillin G,0.90,shared_cui,11,chemical,"BC5CDR,BioRED",true
D011318,387107003,Prilocaine,0.90,shared_cui,11,chemical,BC5CDR,true
D013496,108849007,Suprofen,0.90,shared_cui,11,chemical,BC5CDR,true
D013832,399357009,Thiamine deficiency,0.90,shared_cui,11,disease,BioRED,true
D014282,387120000,Trihexyphenidyl,0.90,shared_cui,11,chemical,BC5CDR,true
D014456,429040005,Ulcer,0.90,shared_cui,11,disease,BC5CDR,true
D014579,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",11,chemical,BC5CDR,true
D014667,77671006,Antidiuretic hormone,0.90,shared_cui,11,chemical,BC5CDR,true
D015102,416476002,Dihydroxyphenylacetic acid,0.90,shared_cui,11,chemical,"BC5CDR,BioRED",true
D015283,372596005,Citalopram,0.90,shared_cui,11,chemical,"BC5CDR,BioRED",true
D015761,80994002,Dalfampridine,0.90,shared_cui,11,chemical,BC5CDR,true
D016403,109969005,Diffuse large B-cell lymphoma,0.90,shared_cui,11,disease,BioRED,true
D016666,372905008,Fluvoxamine,0.90,shared_cui,11,chemical,BC5CDR,true
D018738,49839002,Hexamethonium,0.90,shared_cui,11,chemical,"BC5CDR,BioRED",true
D018771,57676002,Pain of joint,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D019636,80690008,Degenerative disease of the central nervous system,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D020820,426592006,Ballism,0.90,shared_cui,11,disease,"BC5CDR,BioRED",true
D053040,95570007,Kidney stone,0.90,shared_cui,11,disease,BC5CDR,true
C007112,34792002,Coniine,0.90,shared_cui,10,chemical,BC5CDR,true
C009591,105590001,Substance,0.40,sty_fallback:Organic Chemical,10,chemical,"BC5CDR,BioRED",true
C045894,372612001,Antifolate,0.65,mrrel_rb,10,chemical,BC5CDR,true
C051786,71818000,Herbicide,0.65,mrrel_rb,10,chemical,BC5CDR,true
C056595,372793000,Diltiazem,0.65,mrrel_rb,10,chemical,BC5CDR,true
C066201,407312007,Enzyme inhibitor,0.65,mrrel_rb,10,chemical,"BC5CDR,BioRED",true
C070935,105590001,Substance,0.40,sty_fallback:Organic Chemical,10,chemical,BC5CDR,true
C075750,387228004,Dinoprost,0.65,mrrel_rb,10,chemical,"BC5CDR,BioRED",true
C535516,1162799008,Hereditary leiomyomatosis and renal cell carcinoma,0.90,shared_cui,10,disease,BioRED,true
C562831,253414002,Atrioventricular septal defect,0.90,shared_cui,10,disease,BioRED,true
D000138,51387008,Acidosis,0.90,shared_cui,10,disease,BC5CDR,true
D000409,58753009,Alanine,0.90,shared_cui,10,chemical,BC5CDR,true
D000584,387503008,Amiloride,0.90,shared_cui,10,chemical,BC5CDR,true
D000667,387170002,Ampicillin,0.90,shared_cui,10,chemical,BC5CDR,true
D000975,763043008,Boldine,0.55,mrrel_rn,10,chemical,BioRED,true
D001067,108374003,Anorexiant,0.90,shared_cui,10,chemical,BC5CDR,false
D001168,3723001,Arthritis,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D001171,239802003,Juvenile psoriatic arthritis,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D001201,389026000,Ascites,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D001606,234478007,Giant platelet syndrome,0.90,shared_cui,10,disease,BioRED,true
D003528,302827006,Cylindroma,0.90,shared_cui,10,disease,BioRED,true
D003919,1296758008,Vasopressin-related polyuria,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D005200,105590001,Substance,0.40,sty_fallback:Organic Chemical,10,chemical,BC5CDR,true
D005277,387451002,Fenfluramine,0.90,shared_cui,10,chemical,BC5CDR,true
D005489,205573006,Focal dermal hypoplasia,0.90,shared_cui,10,disease,BioRED,true
D005705,39621005,Disorder of gallbladder,0.90,shared_cui,10,disease,BC5CDR,true
D006111,353295004,Graves' disease,0.90,shared_cui,10,disease,BC5CDR,true
D006527,88518009,Wilson's disease,0.90,shared_cui,10,disease,BC5CDR,true
D006897,259543004,5-hydroxyindole acetic acid,0.90,shared_cui,10,chemical,"BC5CDR,BioRED",true
D007010,89627008,Hyponatremia,0.90,shared_cui,10,disease,BC5CDR,true
D008171,19829001,Disorder of lung,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D008181,68815009,SLE glomerulonephritis syndrome,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D008232,277466009,Lymphoproliferative disorder,0.90,shared_cui,10,disease,BC5CDR,true
D008454,387232005,Mazindol,0.90,shared_cui,10,chemical,BC5CDR,true
D008581,7180009,Meningitis,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D008801,372909002,Mexiletine,0.90,shared_cui,10,chemical,"BC5CDR,BioRED",true
D009190,128623006,Myelodysplastic neoplasm,0.90,shared_cui,10,disease,BC5CDR,true
D009388,373346001,Neostigmine,0.90,shared_cui,10,chemical,BC5CDR,true
D009428,387110005,Netilmicin,0.90,shared_cui,10,chemical,BC5CDR,true
D009643,387271008,Norfloxacin,0.90,shared_cui,10,chemical,"BC5CDR,BioRED",true
D010003,396275006,Osteoarthritis,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D010673,360332001,Chromaffinoma,0.90,shared_cui,10,disease,"BC5CDR,BioRED",false
D010830,373347005,Physostigmine,0.90,shared_cui,10,chemical,BC5CDR,true
D010984,84847000,Platinum,0.90,shared_cui,10,chemical,"BC5CDR,BioRED",true
D011470,433234005,Hyperplasia of prostate,0.90,shared_cui,10,disease,BioRED,true
D012409,36653000,Rubella,0.90,shared_cui,10,disease,BC5CDR,true
D012642,372497003,Selegiline,0.90,shared_cui,10,chemical,BC5CDR,true
D013619,373727000,Tacrine,0.90,shared_cui,10,chemical,BC5CDR,true
D014012,60862001,Tinnitus,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D014443,27378009,Tyrosine,0.90,shared_cui,10,chemical,BC5CDR,true
D015740,44609006,Calcitonin gene-related peptide,0.90,shared_cui,10,chemical,BC5CDR,true
D016470,5758002,Bacteremia,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D017545,433068007,Aneurysm of thoracic aorta,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D018319,19897006,Malignant peripheral nerve sheath tumor,0.90,shared_cui,10,disease,BioRED,true
D018761,30664006,"Multiple endocrine neoplasia, type 1",0.90,shared_cui,10,disease,BioRED,true
D018818,108590002,Fenoldopam,0.90,shared_cui,10,chemical,BC5CDR,true
D019287,387367007,Zinc sulfate,0.90,shared_cui,10,chemical,"BC5CDR,BioRED",true
D019342,227565008,Vinegar,0.90,shared_cui,10,chemical,"BC5CDR,BioRED",true
D020280,372594008,Sertraline,0.90,shared_cui,10,chemical,BC5CDR,true
D039141,77097004,Oculopharyngeal muscular dystrophy,0.90,shared_cui,10,disease,BioRED,true
D046152,1187383001,Gastrointestinal stromal tumor,0.90,shared_cui,10,disease,BioRED,true
D054220,253153000,Cortical dysplasia,0.90,shared_cui,10,disease,"BC5CDR,BioRED",true
D057130,193413001,Leber's amaurosis,0.90,shared_cui,10,disease,BioRED,true
D063646,108369006,Neoplasm,0.40,sty_fallback:Neoplastic Process,10,disease,"BC5CDR,BioRED",true
D064791,56156001,Desoxycortone acetate,0.90,shared_cui,10,chemical,BioRED,true
C002887,407312007,Enzyme inhibitor,0.65,mrrel_rb,9,chemical,BC5CDR,true
C018824,421292006,Ammonium acetate,0.90,shared_cui,9,chemical,BC5CDR,true
C032976,105590001,Substance,0.40,sty_fallback:Organic Chemical,9,chemical,BC5CDR,true
C036466,372720008,Antidepressant,0.65,mrrel_rb,9,chemical,BC5CDR,true
C048279,373568007,Chlorhexidine,0.65,mrrel_rb,9,chemical,BC5CDR,true
C055603,372586001,Hypotensive agent,0.65,mrrel_rb,9,chemical,BC5CDR,true
C055866,372688009,Antineoplastic agent,0.65,mrrel_rb,9,chemical,BC5CDR,true
C100008,32901007,Prostaglandin PGA2,0.90,shared_cui,9,chemical,BioRED,true
C535650,126824007,Neoplasm of stomach,0.65,mrrel_rb,9,disease,BioRED,true
C537550,400962005,Congenital miosis,0.90,shared_cui,9,disease,BioRED,true
C537849,15228007,Atrophia bulborum hereditaria,0.90,shared_cui,9,disease,BioRED,true
D000244,49745002,Adenosine diphosphate,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D000419,274769005,Albuminuria,0.90,shared_cui,9,disease,BC5CDR,true
D000639,372726002,Amitriptyline,0.90,shared_cui,9,chemical,BC5CDR,true
D000788,87343002,Prinzmetal angina,0.90,shared_cui,9,disease,BC5CDR,true
D000991,414010005,Direct thrombin inhibitor,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D001262,387506000,Atenolol,0.90,shared_cui,9,chemical,BC5CDR,true
D001282,5370000,Atrial flutter,0.90,shared_cui,9,disease,BC5CDR,true
D001640,105590001,Substance,0.40,sty_fallback:Organic Chemical,9,chemical,BC5CDR,true
D002119,418016005,Chalk,0.90,shared_cui,9,chemical,BC5CDR,true
D002351,109240008,Carrageenan,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D002354,386866004,Carteolol,0.90,shared_cui,9,chemical,BC5CDR,true
D002511,51779009,Cephalosporin,0.90,shared_cui,9,chemical,BC5CDR,false
D002788,73427004,Cholesterol ester,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D003110,126838000,Neoplasm of colon,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D003277,169466004,Combined oral contraceptive,0.90,shared_cui,9,chemical,BC5CDR,false
D003288,125667009,Contusion,0.90,shared_cui,9,disease,BC5CDR,true
D003872,703938007,Dermatitis,0.90,shared_cui,9,disease,BC5CDR,true
D003929,230577008,Diabetic mononeuropathy,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D004294,387181004,Domperidone,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D004417,267036007,Dyspnea,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D004917,372694001,Erythromycin,0.90,shared_cui,9,chemical,BC5CDR,true
D005446,396059004,Fluocinolone acetonide,0.90,shared_cui,9,chemical,BC5CDR,true
D005479,387109000,Flurazepam,0.90,shared_cui,9,chemical,BC5CDR,true
D005902,46168003,Pigmentary glaucoma,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D005937,105590001,Substance,0.40,sty_fallback:Organic Chemical,9,chemical,BC5CDR,true
D006495,373294004,Low molecular weight heparin,0.90,shared_cui,9,chemical,BC5CDR,true
D006504,65617004,Veno-occlusive disease of the liver,0.90,shared_cui,9,disease,BC5CDR,true
D006529,80515008,Large liver,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D006965,76197007,Hyperplasia,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D006980,34486009,Hyperthyroidism,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D007003,302866003,Hypoglycemia,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D007208,384954007,Indocyanine green,0.90,shared_cui,9,chemical,BC5CDR,true
D007683,35455006,Acute tubular necrosis,0.90,shared_cui,9,disease,BC5CDR,true
D008288,61462000,Malaria,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D008558,387297002,Melphalan,0.90,shared_cui,9,chemical,BC5CDR,true
D008850,61142002,Microphthalmos,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D009447,432328008,Neuroblastoma,0.90,shared_cui,9,disease,BC5CDR,true
D009573,31528005,Nitrite salt,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D010013,78314001,Osteogenesis imperfecta,0.90,shared_cui,9,disease,BioRED,true
D010292,15037002,Formication,0.90,shared_cui,9,disease,BC5CDR,true
D010431,387522004,Pentoxifylline,0.90,shared_cui,9,chemical,BC5CDR,true
D010710,419846004,Ferrous phosphate,0.55,mrrel_rn,9,chemical,BC5CDR,true
D011128,75572007,Polyradiculopathy,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D011537,418290006,Itching,0.90,shared_cui,9,disease,BC5CDR,true
D011736,430469009,Pyridoxine,0.90,shared_cui,9,chemical,BC5CDR,true
D012492,105590001,Substance,0.40,sty_fallback:Chemical Viewed Structurally,9,chemical,"BC5CDR,BioRED",true
D012848,65778007,Sinoatrial block,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D012892,130989002,Sleep deprivation,0.90,shared_cui,9,disease,BC5CDR,true
D012906,64197008,Smoke,0.90,shared_cui,9,chemical,BC5CDR,true
D013280,61170000,Stomatitis,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D013453,372711004,Sulfonylurea,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D014221,116594009,Triamcinolone,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D014299,373550009,Trimipramine,0.90,shared_cui,9,chemical,BC5CDR,true
D014376,371569005,Tuberculous,0.90,shared_cui,9,disease,BC5CDR,true
D014403,373486008,Tubocurarine,0.90,shared_cui,9,chemical,BC5CDR,true
D014549,165232002,Urinary incontinence,0.90,shared_cui,9,disease,BC5CDR,true
D014607,193497004,Vogt-Koyanagi-Harada disease,0.90,shared_cui,9,disease,BioRED,true
D015116,105590001,Substance,0.40,sty_fallback:Organic Chemical,9,chemical,"BC5CDR,BioRED",true
D015878,37125009,Dilated pupil,0.90,shared_cui,9,disease,BC5CDR,true
D016049,387105006,Didanosine,0.90,shared_cui,9,chemical,BC5CDR,true
D016111,111303009,Sjögren-Larsson syndrome,0.90,shared_cui,9,disease,BioRED,true
D016593,387089004,Terfenadine,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D016649,65846009,Primary ovarian failure,0.90,shared_cui,9,disease,BioRED,true
D017963,387531004,Azithromycin,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D018170,395892000,Sumatriptan,0.90,shared_cui,9,chemical,BC5CDR,true
D019343,59351004,Citrate,0.90,shared_cui,9,chemical,BC5CDR,true
D019386,96290008,Alendronate,0.90,shared_cui,9,chemical,"BC5CDR,BioRED",true
D019806,372787008,Vasodilator,0.65,mrrel_rb,9,chemical,BC5CDR,true
D020300,1386000,Intracranial hemorrhage,0.90,shared_cui,9,disease,"BC5CDR,BioRED",true
D020734,32798002,Parkinsonism,0.90,shared_cui,9,disease,BC5CDR,true
D047630,444608004,Romidepsin,0.55,mrrel_rn,9,chemical,BioRED,true
C004616,71668006,Chloroprocaine,0.90,shared_cui,8,chemical,BC5CDR,true
C006780,255923006,Bisphenol A,0.90,shared_cui,8,chemical,BC5CDR,true
C009438,372701006,Antiviral,0.65,mrrel_rb,8,chemical,BC5CDR,true
C025946,70203000,Adenine,0.65,mrrel_rb,8,chemical,"BC5CDR,BioRED",true
C049864,105590001,Substance,0.40,sty_fallback:Organic Chemical,8,chemical,"BC5CDR,BioRED",true
C060802,105590001,Substance,0.40,sty_fallback:Organic Chemical,8,chemical,BC5CDR,true
C065679,703834005,Icatibant,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
C068820,429663004,Primaquine,0.65,mrrel_rb,8,chemical,BC5CDR,true
C082828,387490003,Nifedipine,0.65,mrrel_rb,8,chemical,BC5CDR,true
C089750,363582006,Zolmitriptan,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
C442759,105590001,Substance,0.40,sty_fallback:Organic Chemical,8,chemical,"BC5CDR,BioRED",true
C486464,698806003,Telaprevir,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
C536528,79261008,Van der Woude syndrome,0.90,shared_cui,8,disease,BioRED,true
C562694,36803009,Idiopathic generalized epilepsy,0.90,shared_cui,8,disease,BC5CDR,true
D000013,276655000,Congenital deformity,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D000380,17182001,Agranulocytosis,0.90,shared_cui,8,disease,BC5CDR,true
D000518,372533004,Eflornithine,0.90,shared_cui,8,chemical,BC5CDR,true
D000686,17602002,Amyloidosis,0.90,shared_cui,8,disease,BC5CDR,true
D001308,229752008,Auditory processing disorder,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D001374,412328000,Azacitidine,0.90,shared_cui,8,chemical,BC5CDR,true
D001424,87628006,Bacterial infectious disease,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D001539,387520007,Bendroflumethiazide,0.90,shared_cui,8,chemical,BC5CDR,true
D001761,372843005,Bleomycin,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
D002083,228104004,Butylated hydroxyanisole,0.90,shared_cui,8,chemical,BC5CDR,true
D002092,105590001,Substance,0.40,sty_fallback:Organic Chemical,8,chemical,"BC5CDR,BioRED",true
D002121,373304005,Calcium channel blocker,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
D002294,1162767002,Squamous cell carcinoma,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D002526,223176004,Cerebellar disorder,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D002549,49692006,Schilder's disease,0.90,shared_cui,8,disease,BioRED,true
D002997,372903001,Clomipramine,0.90,shared_cui,8,chemical,BC5CDR,true
D003681,34095006,Dehydration,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D004164,372907000,Bisphosphonate,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
D004687,268274005,Enchondromatosis,0.90,shared_cui,8,disease,BioRED,true
D004886,44653001,Erysipelas,0.90,shared_cui,8,disease,BioRED,true
D005688,111993007,Galactosamine,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
D006170,8687009,Gum arabic,0.90,shared_cui,8,chemical,BC5CDR,true
D006996,5291005,Hypocalcemia,0.90,shared_cui,8,disease,BC5CDR,true
D007645,239069005,Mal de Meleda,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D008050,105590001,Substance,0.40,sty_fallback:Organic Chemical,8,chemical,BioRED,true
D008713,37656002,Methimazole,0.90,shared_cui,8,chemical,BC5CDR,true
D009133,88092000,Muscle atrophy,0.90,shared_cui,8,disease,BC5CDR,true
D009157,230684008,Ocular myasthenia,0.90,shared_cui,8,disease,BC5CDR,true
D009223,1177122009,Myotonic dystrophy,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D009496,76134003,Neurotensin,0.90,shared_cui,8,chemical,BC5CDR,true
D009530,698197004,Nicergoline,0.90,shared_cui,8,chemical,BC5CDR,true
D009568,444757009,Nitrendipine,0.90,shared_cui,8,chemical,BC5CDR,true
D009853,387137007,Omeprazole,0.90,shared_cui,8,chemical,BC5CDR,true
D010134,407312007,Enzyme inhibitor,0.65,mrrel_rb,8,chemical,"BC5CDR,BioRED",true
D010389,387393000,Pemoline,0.90,shared_cui,8,chemical,BC5CDR,true
D010718,105590001,Substance,0.40,sty_fallback:Organic Chemical,8,chemical,"BC5CDR,BioRED",true
D010894,387153005,Piroxicam,0.90,shared_cui,8,chemical,BC5CDR,true
D010996,60046008,Pleural effusion,0.90,shared_cui,8,disease,BC5CDR,true
D011115,42345000,Polyneuropathy,0.90,shared_cui,8,disease,BC5CDR,true
D011220,387527005,Pralidoxime,0.55,mrrel_rn,8,chemical,"BC5CDR,BioRED",true
D011230,64572001,Disease,0.40,sty_fallback:Disease or Syndrome,8,disease,"BC5CDR,BioRED",true
D011280,373266007,Anesthetic,0.65,mrrel_rb,8,chemical,BC5CDR,true
D011802,372697008,Quinidine,0.90,shared_cui,8,chemical,"BC5CDR,BioRED",true
D012021,37280007,Absent reflex,0.90,shared_cui,8,disease,BC5CDR,true
D012170,1237532002,Retinal vein occlusion,0.90,shared_cui,8,disease,BC5CDR,true
D012178,415297005,Retinopathy of prematurity,0.90,shared_cui,8,disease,BioRED,true
D012509,1187396000,Sarcoma,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D012769,27942005,Shock,0.90,shared_cui,8,disease,BC5CDR,true
D012804,36083008,Sick sinus syndrome,0.90,shared_cui,8,disease,"BC5CDR,BioRED",true
D012970,75665004,Monosodium glutamate,0.90,shared_cui,8,chemical,BC5CDR,true
