mesh_uri,snomed_uri,skos_property,confidence,mapping_method,mesh_id,snomed_id,snomed_term,frequency,entity_classes,corpora
http://id.nlm.nih.gov/mesh/D020280,http://snomed.info/id/372594008,skos:closeMatch,0.90,shared_cui,D020280,372594008,Sertraline,10,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D039141,http://snomed.info/id/77097004,skos:closeMatch,0.90,shared_cui,D039141,77097004,Oculopharyngeal muscular dystrophy,10,disease,BioRED
http://id.nlm.nih.gov/mesh/D046152,http://snomed.info/id/1187383001,skos:closeMatch,0.90,shared_cui,D046152,1187383001,Gastrointestinal stromal tumor,10,disease,BioRED
http://id.nlm.nih.gov/mesh/D054220,http://snomed.info/id/253153000,skos:closeMatch,0.90,shared_cui,D054220,253153000,Cortical dysplasia,10,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D057130,http://snomed.info/id/193413001,skos:closeMatch,0.90,shared_cui,D057130,193413001,Leber's amaurosis,10,disease,BioRED
http://id.nlm.nih.gov/mesh/D063646,http://snomed.info/id/108369006,skos:relatedMatch,0.40,sty_fallback:Neoplastic Process,D063646,108369006,Neoplasm,10,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D064791,http://snomed.info/id/56156001,skos:closeMatch,0.90,shared_cui,D064791,56156001,Desoxycortone acetate,10,chemical,BioRED
http://id.nlm.nih.gov/mesh/C002887,http://snomed.info/id/407312007,skos:broadMatch,0.65,mrrel_rb,C002887,407312007,Enzyme inhibitor,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C018824,http://snomed.info/id/421292006,skos:closeMatch,0.90,shared_cui,C018824,421292006,Ammonium acetate,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C032976,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,C032976,105590001,Substance,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C036466,http://snomed.info/id/372720008,skos:broadMatch,0.65,mrrel_rb,C036466,372720008,Antidepressant,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C048279,http://snomed.info/id/373568007,skos:broadMatch,0.65,mrrel_rb,C048279,373568007,Chlorhexidine,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C055603,http://snomed.info/id/372586001,skos:broadMatch,0.65,mrrel_rb,C055603,372586001,Hypotensive agent,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C055866,http://snomed.info/id/372688009,skos:broadMatch,0.65,mrrel_rb,C055866,372688009,Antineoplastic agent,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C100008,http://snomed.info/id/32901007,skos:closeMatch,0.90,shared_cui,C100008,32901007,Prostaglandin PGA2,9,chemical,BioRED
http://id.nlm.nih.gov/mesh/C535650,http://snomed.info/id/126824007,skos:broadMatch,0.65,mrrel_rb,C535650,126824007,Neoplasm of stomach,9,disease,BioRED
http://id.nlm.nih.gov/mesh/C537550,http://snomed.info/id/400962005,skos:closeMatch,0.90,shared_cui,C537550,400962005,Congenital miosis,9,disease,BioRED
http://id.nlm.nih.gov/mesh/C537849,http://snomed.info/id/15228007,skos:closeMatch,0.90,shared_cui,C537849,15228007,Atrophia bulborum hereditaria,9,disease,BioRED
http://id.nlm.nih.gov/mesh/D000244,http://snomed.info/id/49745002,skos:closeMatch,0.93,shared_cui_strict,D000244,49745002,Adenosine diphosphate,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000419,http://snomed.info/id/274769005,skos:closeMatch,0.90,shared_cui,D000419,274769005,Albuminuria,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D000639,http://snomed.info/id/372726002,skos:closeMatch,0.90,shared_cui,D000639,372726002,Amitriptyline,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D000788,http://snomed.info/id/87343002,skos:closeMatch,0.90,shared_cui,D000788,87343002,Prinzmetal angina,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D000991,http://snomed.info/id/414010005,skos:closeMatch,0.90,shared_cui,D000991,414010005,Direct thrombin inhibitor,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001262,http://snomed.info/id/387506000,skos:closeMatch,0.90,shared_cui,D001262,387506000,Atenolol,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D001282,http://snomed.info/id/5370000,skos:closeMatch,0.90,shared_cui,D001282,5370000,Atrial flutter,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D001640,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,D001640,105590001,Substance,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D002119,http://snomed.info/id/418016005,skos:closeMatch,0.90,shared_cui,D002119,418016005,Chalk,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D002351,http://snomed.info/id/109240008,skos:closeMatch,0.93,shared_cui_strict,D002351,109240008,Carrageenan,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002354,http://snomed.info/id/386866004,skos:closeMatch,0.90,shared_cui,D002354,386866004,Carteolol,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D002511,http://snomed.info/id/51779009,skos:closeMatch,0.90,shared_cui,D002511,51779009,Cephalosporin,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D002788,http://snomed.info/id/73427004,skos:closeMatch,0.90,shared_cui,D002788,73427004,Cholesterol ester,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003110,http://snomed.info/id/126838000,skos:closeMatch,0.90,shared_cui,D003110,126838000,Neoplasm of colon,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003277,http://snomed.info/id/169466004,skos:closeMatch,0.90,shared_cui,D003277,169466004,Combined oral contraceptive,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D003288,http://snomed.info/id/125667009,skos:closeMatch,0.90,shared_cui,D003288,125667009,Contusion,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D003872,http://snomed.info/id/703938007,skos:closeMatch,0.90,shared_cui,D003872,703938007,Dermatitis,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D003929,http://snomed.info/id/230577008,skos:closeMatch,0.90,shared_cui,D003929,230577008,Diabetic mononeuropathy,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004294,http://snomed.info/id/387181004,skos:closeMatch,0.90,shared_cui,D004294,387181004,Domperidone,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004417,http://snomed.info/id/267036007,skos:closeMatch,0.90,shared_cui,D004417,267036007,Dyspnea,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004917,http://snomed.info/id/372694001,skos:closeMatch,0.90,shared_cui,D004917,372694001,Erythromycin,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D005446,http://snomed.info/id/396059004,skos:closeMatch,0.90,shared_cui,D005446,396059004,Fluocinolone acetonide,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D005479,http://snomed.info/id/387109000,skos:closeMatch,0.90,shared_cui,D005479,387109000,Flurazepam,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D005902,http://snomed.info/id/46168003,skos:closeMatch,0.90,shared_cui,D005902,46168003,Pigmentary glaucoma,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005937,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,D005937,105590001,Substance,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D006495,http://snomed.info/id/373294004,skos:closeMatch,0.90,shared_cui,D006495,373294004,Low molecular weight heparin,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D006504,http://snomed.info/id/65617004,skos:closeMatch,0.90,shared_cui,D006504,65617004,Veno-occlusive disease of the liver,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D006529,http://snomed.info/id/80515008,skos:closeMatch,0.90,shared_cui,D006529,80515008,Large liver,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006965,http://snomed.info/id/76197007,skos:closeMatch,0.93,shared_cui_strict,D006965,76197007,Hyperplasia,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006980,http://snomed.info/id/34486009,skos:closeMatch,0.90,shared_cui,D006980,34486009,Hyperthyroidism,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007003,http://snomed.info/id/302866003,skos:closeMatch,0.90,shared_cui,D007003,302866003,Hypoglycemia,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007208,http://snomed.info/id/384954007,skos:closeMatch,0.90,shared_cui,D007208,384954007,Indocyanine green,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D007683,http://snomed.info/id/35455006,skos:closeMatch,0.90,shared_cui,D007683,35455006,Acute tubular necrosis,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D008288,http://snomed.info/id/61462000,skos:closeMatch,0.90,shared_cui,D008288,61462000,Malaria,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008558,http://snomed.info/id/387297002,skos:closeMatch,0.90,shared_cui,D008558,387297002,Melphalan,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D008850,http://snomed.info/id/61142002,skos:closeMatch,0.90,shared_cui,D008850,61142002,Microphthalmos,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009447,http://snomed.info/id/432328008,skos:closeMatch,0.90,shared_cui,D009447,432328008,Neuroblastoma,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D009573,http://snomed.info/id/31528005,skos:closeMatch,0.90,shared_cui,D009573,31528005,Nitrite salt,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D010013,http://snomed.info/id/78314001,skos:closeMatch,0.90,shared_cui,D010013,78314001,Osteogenesis imperfecta,9,disease,BioRED
http://id.nlm.nih.gov/mesh/D010292,http://snomed.info/id/15037002,skos:closeMatch,0.90,shared_cui,D010292,15037002,Formication,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D010431,http://snomed.info/id/387522004,skos:closeMatch,0.90,shared_cui,D010431,387522004,Pentoxifylline,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D010710,http://snomed.info/id/419846004,skos:narrowMatch,0.55,mrrel_rn,D010710,419846004,Ferrous phosphate,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D011128,http://snomed.info/id/75572007,skos:closeMatch,0.93,shared_cui_strict,D011128,75572007,Polyradiculopathy,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011537,http://snomed.info/id/418290006,skos:closeMatch,0.90,shared_cui,D011537,418290006,Itching,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D011736,http://snomed.info/id/430469009,skos:closeMatch,0.90,shared_cui,D011736,430469009,Pyridoxine,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D012492,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Chemical Viewed Structurally,D012492,105590001,Substance,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012848,http://snomed.info/id/65778007,skos:closeMatch,0.93,shared_cui_strict,D012848,65778007,Sinoatrial block,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012892,http://snomed.info/id/130989002,skos:closeMatch,0.93,shared_cui_strict,D012892,130989002,Sleep deprivation,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D012906,http://snomed.info/id/64197008,skos:closeMatch,0.93,shared_cui_strict,D012906,64197008,Smoke,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D013280,http://snomed.info/id/61170000,skos:closeMatch,0.90,shared_cui,D013280,61170000,Stomatitis,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013453,http://snomed.info/id/372711004,skos:closeMatch,0.90,shared_cui,D013453,372711004,Sulfonylurea,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D014221,http://snomed.info/id/116594009,skos:closeMatch,0.90,shared_cui,D014221,116594009,Triamcinolone,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D014299,http://snomed.info/id/373550009,skos:closeMatch,0.90,shared_cui,D014299,373550009,Trimipramine,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D014376,http://snomed.info/id/371569005,skos:closeMatch,0.90,shared_cui,D014376,371569005,Tuberculous,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D014403,http://snomed.info/id/373486008,skos:closeMatch,0.90,shared_cui,D014403,373486008,Tubocurarine,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D014549,http://snomed.info/id/165232002,skos:closeMatch,0.90,shared_cui,D014549,165232002,Urinary incontinence,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D014607,http://snomed.info/id/193497004,skos:closeMatch,0.90,shared_cui,D014607,193497004,Vogt-Koyanagi-Harada disease,9,disease,BioRED
http://id.nlm.nih.gov/mesh/D015116,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,D015116,105590001,Substance,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D015878,http://snomed.info/id/37125009,skos:closeMatch,0.90,shared_cui,D015878,37125009,Dilated pupil,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D016049,http://snomed.info/id/387105006,skos:closeMatch,0.90,shared_cui,D016049,387105006,Didanosine,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D016111,http://snomed.info/id/111303009,skos:closeMatch,0.90,shared_cui,D016111,111303009,Sjögren-Larsson syndrome,9,disease,BioRED
http://id.nlm.nih.gov/mesh/D016593,http://snomed.info/id/387089004,skos:closeMatch,0.90,shared_cui,D016593,387089004,Terfenadine,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D016649,http://snomed.info/id/65846009,skos:closeMatch,0.90,shared_cui,D016649,65846009,Primary ovarian failure,9,disease,BioRED
http://id.nlm.nih.gov/mesh/D017963,http://snomed.info/id/387531004,skos:closeMatch,0.90,shared_cui,D017963,387531004,Azithromycin,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D018170,http://snomed.info/id/395892000,skos:closeMatch,0.90,shared_cui,D018170,395892000,Sumatriptan,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D019343,http://snomed.info/id/59351004,skos:closeMatch,0.90,shared_cui,D019343,59351004,Citrate,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D019386,http://snomed.info/id/96290008,skos:closeMatch,0.93,shared_cui_strict,D019386,96290008,Alendronate,9,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D019806,http://snomed.info/id/372787008,skos:broadMatch,0.65,mrrel_rb,D019806,372787008,Vasodilator,9,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D020300,http://snomed.info/id/1386000,skos:closeMatch,0.90,shared_cui,D020300,1386000,Intracranial hemorrhage,9,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D020734,http://snomed.info/id/32798002,skos:closeMatch,0.90,shared_cui,D020734,32798002,Parkinsonism,9,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D047630,http://snomed.info/id/444608004,skos:narrowMatch,0.55,mrrel_rn,D047630,444608004,Romidepsin,9,chemical,BioRED
http://id.nlm.nih.gov/mesh/C004616,http://snomed.info/id/71668006,skos:closeMatch,0.90,shared_cui,C004616,71668006,Chloroprocaine,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C006780,http://snomed.info/id/255923006,skos:closeMatch,0.90,shared_cui,C006780,255923006,Bisphenol A,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C009438,http://snomed.info/id/372701006,skos:broadMatch,0.65,mrrel_rb,C009438,372701006,Antiviral,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C025946,http://snomed.info/id/70203000,skos:broadMatch,0.65,mrrel_rb,C025946,70203000,Adenine,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/C049864,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,C049864,105590001,Substance,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/C060802,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,C060802,105590001,Substance,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C065679,http://snomed.info/id/703834005,skos:closeMatch,0.90,shared_cui,C065679,703834005,Icatibant,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/C068820,http://snomed.info/id/429663004,skos:broadMatch,0.65,mrrel_rb,C068820,429663004,Primaquine,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C082828,http://snomed.info/id/387490003,skos:broadMatch,0.65,mrrel_rb,C082828,387490003,Nifedipine,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/C089750,http://snomed.info/id/363582006,skos:closeMatch,0.90,shared_cui,C089750,363582006,Zolmitriptan,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/C442759,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,C442759,105590001,Substance,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/C486464,http://snomed.info/id/698806003,skos:closeMatch,0.90,shared_cui,C486464,698806003,Telaprevir,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/C536528,http://snomed.info/id/79261008,skos:closeMatch,0.90,shared_cui,C536528,79261008,Van der Woude syndrome,8,disease,BioRED
http://id.nlm.nih.gov/mesh/C562694,http://snomed.info/id/36803009,skos:closeMatch,0.90,shared_cui,C562694,36803009,Idiopathic generalized epilepsy,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D000013,http://snomed.info/id/276655000,skos:closeMatch,0.90,shared_cui,D000013,276655000,Congenital deformity,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000380,http://snomed.info/id/17182001,skos:closeMatch,0.90,shared_cui,D000380,17182001,Agranulocytosis,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D000518,http://snomed.info/id/372533004,skos:closeMatch,0.90,shared_cui,D000518,372533004,Eflornithine,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D000686,http://snomed.info/id/17602002,skos:closeMatch,0.90,shared_cui,D000686,17602002,Amyloidosis,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D001308,http://snomed.info/id/229752008,skos:closeMatch,0.90,shared_cui,D001308,229752008,Auditory processing disorder,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001374,http://snomed.info/id/412328000,skos:closeMatch,0.90,shared_cui,D001374,412328000,Azacitidine,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D001424,http://snomed.info/id/87628006,skos:closeMatch,0.90,shared_cui,D001424,87628006,Bacterial infectious disease,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001539,http://snomed.info/id/387520007,skos:closeMatch,0.90,shared_cui,D001539,387520007,Bendroflumethiazide,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D001761,http://snomed.info/id/372843005,skos:closeMatch,0.90,shared_cui,D001761,372843005,Bleomycin,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002083,http://snomed.info/id/228104004,skos:closeMatch,0.90,shared_cui,D002083,228104004,Butylated hydroxyanisole,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D002092,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,D002092,105590001,Substance,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002121,http://snomed.info/id/373304005,skos:closeMatch,0.90,shared_cui,D002121,373304005,Calcium channel blocker,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002294,http://snomed.info/id/1162767002,skos:closeMatch,0.90,shared_cui,D002294,1162767002,Squamous cell carcinoma,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002526,http://snomed.info/id/223176004,skos:closeMatch,0.90,shared_cui,D002526,223176004,Cerebellar disorder,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002549,http://snomed.info/id/49692006,skos:closeMatch,0.90,shared_cui,D002549,49692006,Schilder's disease,8,disease,BioRED
http://id.nlm.nih.gov/mesh/D002997,http://snomed.info/id/372903001,skos:closeMatch,0.90,shared_cui,D002997,372903001,Clomipramine,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D003681,http://snomed.info/id/34095006,skos:closeMatch,0.90,shared_cui,D003681,34095006,Dehydration,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004164,http://snomed.info/id/372907000,skos:closeMatch,0.90,shared_cui,D004164,372907000,Bisphosphonate,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004687,http://snomed.info/id/268274005,skos:closeMatch,0.90,shared_cui,D004687,268274005,Enchondromatosis,8,disease,BioRED
http://id.nlm.nih.gov/mesh/D004886,http://snomed.info/id/44653001,skos:closeMatch,0.90,shared_cui,D004886,44653001,Erysipelas,8,disease,BioRED
http://id.nlm.nih.gov/mesh/D005688,http://snomed.info/id/111993007,skos:closeMatch,0.93,shared_cui_strict,D005688,111993007,Galactosamine,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006170,http://snomed.info/id/8687009,skos:closeMatch,0.93,shared_cui_strict,D006170,8687009,Gum arabic,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D006996,http://snomed.info/id/5291005,skos:closeMatch,0.90,shared_cui,D006996,5291005,Hypocalcemia,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D007645,http://snomed.info/id/239069005,skos:closeMatch,0.90,shared_cui,D007645,239069005,Mal de Meleda,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008050,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,D008050,105590001,Substance,8,chemical,BioRED
http://id.nlm.nih.gov/mesh/D008713,http://snomed.info/id/37656002,skos:closeMatch,0.90,shared_cui,D008713,37656002,Methimazole,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D009133,http://snomed.info/id/88092000,skos:closeMatch,0.90,shared_cui,D009133,88092000,Muscle atrophy,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D009157,http://snomed.info/id/230684008,skos:closeMatch,0.90,shared_cui,D009157,230684008,Ocular myasthenia,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D009223,http://snomed.info/id/1177122009,skos:closeMatch,0.90,shared_cui,D009223,1177122009,Myotonic dystrophy,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009496,http://snomed.info/id/76134003,skos:closeMatch,0.93,shared_cui_strict,D009496,76134003,Neurotensin,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D009530,http://snomed.info/id/698197004,skos:closeMatch,0.90,shared_cui,D009530,698197004,Nicergoline,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D009568,http://snomed.info/id/444757009,skos:closeMatch,0.93,shared_cui_strict,D009568,444757009,Nitrendipine,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D009853,http://snomed.info/id/387137007,skos:closeMatch,0.90,shared_cui,D009853,387137007,Omeprazole,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D010134,http://snomed.info/id/407312007,skos:broadMatch,0.65,mrrel_rb,D010134,407312007,Enzyme inhibitor,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D010389,http://snomed.info/id/387393000,skos:closeMatch,0.90,shared_cui,D010389,387393000,Pemoline,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D010718,http://snomed.info/id/105590001,skos:relatedMatch,0.40,sty_fallback:Organic Chemical,D010718,105590001,Substance,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D010894,http://snomed.info/id/387153005,skos:closeMatch,0.90,shared_cui,D010894,387153005,Piroxicam,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D010996,http://snomed.info/id/60046008,skos:closeMatch,0.90,shared_cui,D010996,60046008,Pleural effusion,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D011115,http://snomed.info/id/42345000,skos:closeMatch,0.90,shared_cui,D011115,42345000,Polyneuropathy,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D011220,http://snomed.info/id/387527005,skos:narrowMatch,0.55,mrrel_rn,D011220,387527005,Pralidoxime,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011230,http://snomed.info/id/64572001,skos:relatedMatch,0.40,sty_fallback:Disease or Syndrome,D011230,64572001,Disease,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011280,http://snomed.info/id/373266007,skos:broadMatch,0.65,mrrel_rb,D011280,373266007,Anesthetic,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D011802,http://snomed.info/id/372697008,skos:closeMatch,0.90,shared_cui,D011802,372697008,Quinidine,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012021,http://snomed.info/id/37280007,skos:closeMatch,0.90,shared_cui,D012021,37280007,Absent reflex,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D012170,http://snomed.info/id/1237532002,skos:closeMatch,0.90,shared_cui,D012170,1237532002,Retinal vein occlusion,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D012178,http://snomed.info/id/415297005,skos:closeMatch,0.90,shared_cui,D012178,415297005,Retinopathy of prematurity,8,disease,BioRED
http://id.nlm.nih.gov/mesh/D012509,http://snomed.info/id/1187396000,skos:closeMatch,0.90,shared_cui,D012509,1187396000,Sarcoma,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012769,http://snomed.info/id/27942005,skos:closeMatch,0.90,shared_cui,D012769,27942005,Shock,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D012804,http://snomed.info/id/36083008,skos:closeMatch,0.90,shared_cui,D012804,36083008,Sick sinus syndrome,8,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012970,http://snomed.info/id/75665004,skos:closeMatch,0.90,shared_cui,D012970,75665004,Monosodium glutamate,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D013276,http://snomed.info/id/397825006,skos:closeMatch,0.90,shared_cui,D013276,397825006,Gastric ulcer,8,disease,BioRED
http://id.nlm.nih.gov/mesh/D013752,http://snomed.info/id/372809001,skos:closeMatch,0.90,shared_cui,D013752,372809001,Tetracycline,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D013924,http://snomed.info/id/64156001,skos:closeMatch,0.90,shared_cui,D013924,64156001,Thrombophlebitis,8,disease,BC5CDR
http://id.nlm.nih.gov/mesh/D014331,http://snomed.info/id/387526001,skos:closeMatch,0.90,shared_cui,D014331,387526001,Tropicamide,8,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D014364,http://snomed.info/id/54821000,skos:closeMatch,0.90,shared_cui,D014364,54821000,Tryptophan,8,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D015212,http://snomed.info/id/24526004,skos:closeMatch,0.90,shared_cui,D015212,24526004,Inflammatory bowel disease,8,disease,"BC5CDR,BioRED"
